,patch1,patch2,dS,dL
1103,Adult.02,Background.18,6.536092996,13.8283276
1104,Adult.02,Background.19,5.392764537,6.378423
1105,Adult.02,Background.21,2.12378404,8.2472499
1106,Adult.02,Background.22,4.05116421,11.6400352
1107,Adult.02,Background.24,4.335509941,8.4996456
1108,Adult.02,Background.25,3.06119378,8.4032997
1109,Adult.02,Background.26,3.362627663,11.6018916
1110,Adult.02,Background.27,0.548847925,9.9471934
1111,Adult.02,Background.28,6.136794911,9.6521683
1112,Adult.02,Background.29,1.703495855,8.7631578
1113,Adult.02,Background.30,7.538057972,10.6296407
1114,Adult.02,Background.31,2.370845632,10.0673541
1115,Adult.02,Background.32,3.009426578,11.3738256
1116,Adult.02,Background.33,5.741130995,10.1758052
1122,Adult.03,Adult.04,2.616327532,3.9271087
1123,Adult.03,Adult.05,2.929100864,4.5578253
1124,Adult.03,Adult.06,2.21667227,5.3028511
1125,Adult.03,Adult.07,2.172924286,1.3494991
1126,Adult.03,Adult.8,2.51075484,5.4950561
1127,Adult.03,Adult.9,3.166693947,2.7797942
1128,Adult.03,Adult.10,3.426334053,7.2158926
1129,Adult.03,Adult.11,3.368912703,1.8196866
1130,Adult.03,Adult.12,3.309991651,3.6772666
1131,Adult.03,Adult.13,3.324767657,1.7851667
1132,Adult.03,Adult.14,2.140054303,0.5296549
1133,Adult.03,Adult.15,2.543181985,1.7119297
1134,Adult.03,Adult.16,3.168280636,6.5953679
1135,Adult.03,Adult.17,3.264525056,0.3240002
1136,Adult.03,Background.1,1.688066382,4.2912644
1137,Adult.03,Background.2,0.159433364,4.9314866
1138,Adult.03,Background.3,1.310638068,2.2371777
1139,Adult.03,Background.4,0.225671519,3.4687742
1140,Adult.03,Background.5,0.477099963,8.3330605
1141,Adult.03,Background.7,1.555477009,5.3124261
1142,Adult.03,Background.8,0.06988353,4.6393803
1143,Adult.03,Background.9,0.684438661,8.0665182
1144,Adult.03,Background.10,0.397179211,5.5704702
1145,Adult.03,Background.11,1.617418438,6.1286902
1146,Adult.03,Background.12,1.897260161,0.0568913
1147,Adult.03,Background.13,1.357214894,2.9224761
1148,Adult.03,Background.14,5.112098156,3.5904969
1149,Adult.03,Background.15,1.472570758,8.2528287
1150,Adult.03,Background.16,0.734635299,5.13738
1151,Adult.03,Background.17,0.838102527,1.2506509
1152,Adult.03,Background.18,3.442821479,8.6676768
1153,Adult.03,Background.19,2.314681424,1.2177723
1154,Adult.03,Background.21,0.969509463,3.0865992
1155,Adult.03,Background.22,0.97308923,6.4793845
1156,Adult.03,Background.24,1.248879409,3.3389949
1157,Adult.03,Background.25,0.126752571,3.2426489
1158,Adult.03,Background.26,0.319237732,6.4412409
1159,Adult.03,Background.27,2.558268567,4.7865427
1160,Adult.03,Background.28,3.056276055,4.4915176
1161,Adult.03,Background.29,1.403423103,3.6025071
1162,Adult.03,Background.30,4.451432782,5.46899
1163,Adult.03,Background.31,0.733568708,4.9067033
1164,Adult.03,Background.32,0.208113909,6.2131749
1165,Adult.03,Background.33,2.651626611,5.0151545
1171,Adult.04,Adult.05,0.31308506,0.6307166
1172,Adult.04,Adult.06,0.418394604,1.3757425
1173,Adult.04,Adult.07,0.450239856,2.5776096
1174,Adult.04,Adult.8,0.113707329,1.5679474
1175,Adult.04,Adult.9,0.557574351,1.1473145
1176,Adult.04,Adult.10,0.810211528,3.2887839
1177,Adult.04,Adult.11,0.759462002,2.1074221
1178,Adult.04,Adult.12,0.697147651,0.2498421
1179,Adult.04,Adult.13,0.713297339,2.141942
1180,Adult.04,Adult.14,0.47768859,3.3974538
1181,Adult.04,Adult.15,0.122825706,2.2151789
1182,Adult.04,Adult.16,0.558214393,2.6682592
1183,Adult.04,Adult.17,0.659831226,3.6031085
1184,Adult.04,Background.1,4.302714621,8.218373
1185,Adult.04,Background.2,2.704128306,8.8585953
1186,Adult.04,Background.3,1.306585334,6.1642863
1187,Adult.04,Background.4,2.390882839,7.3958829
1188,Adult.04,Background.5,3.050009347,12.2601692
1189,Adult.04,Background.7,1.063522883,9.2395348
1190,Adult.04,Background.8,2.680087713,8.5664889
1191,Adult.04,Background.9,1.934103984,11.9936269
1192,Adult.04,Background.10,2.303154514,9.4975789
1193,Adult.04,Background.11,1.005130866,10.0557988
1194,Adult.04,Background.12,0.72068774,3.8702173
1195,Adult.04,Background.13,1.2614357,6.8495848
1196,Adult.04,Background.14,7.726402898,7.5176055
1197,Adult.04,Background.15,1.143934015,12.1799374
1198,Adult.04,Background.16,3.304095182,9.0644887
1199,Adult.04,Background.17,3.436434447,2.6764577
1200,Adult.04,Background.18,6.058889415,12.5947855
1201,Adult.04,Background.19,4.919967574,5.144881
1202,Adult.04,Background.21,1.646928852,7.0137078
1203,Adult.04,Background.22,3.577241131,10.4064932
1204,Adult.04,Background.24,3.860563825,7.2661036
1205,Adult.04,Background.25,2.586849425,7.1697576
1206,Adult.04,Background.26,2.883612386,10.3683495
1207,Adult.04,Background.27,0.089144185,8.7136514
1208,Adult.04,Background.28,5.65753854,8.4186263
1209,Adult.04,Background.29,1.224022169,7.5296157
1210,Adult.04,Background.30,7.059062642,9.3960987
1211,Adult.04,Background.31,1.897388427,8.833812
1212,Adult.04,Background.32,2.536971235,10.1402835
1213,Adult.04,Background.33,5.262614308,8.9422632
1219,Adult.05,Adult.06,0.726807666,0.7450258
1220,Adult.05,Adult.07,0.762174544,3.2083262
1221,Adult.05,Adult.8,0.419493405,0.9372308
1222,Adult.05,Adult.9,0.250442617,1.7780311
1223,Adult.05,Adult.10,0.498482371,2.6580673
1224,Adult.05,Adult.11,0.449340605,2.7381387
1225,Adult.05,Adult.12,0.385272261,0.8805587
1226,Adult.05,Adult.13,0.402197225,2.7726586
1227,Adult.05,Adult.14,0.790726194,4.0281704
1228,Adult.05,Adult.15,0.396418636,2.8458956
1229,Adult.05,Adult.16,0.250027201,2.0375426
1230,Adult.05,Adult.17,0.354565881,4.2338251
1231,Adult.05,Background.1,4.61509184,8.8490897
1232,Adult.05,Background.2,3.015886978,9.4893119
1233,Adult.05,Background.3,1.619614619,6.795003
1234,Adult.05,Background.4,2.703709876,8.0265995
1235,Adult.05,Background.5,3.361131617,12.8908858
1236,Adult.05,Background.7,1.375353502,9.8702514
1237,Adult.05,Background.8,2.992700932,9.1972056
1238,Adult.05,Background.9,2.246496938,12.6243435
1239,Adult.05,Background.10,2.613274317,10.1282955
1240,Adult.05,Background.11,1.316053328,10.6865155
1241,Adult.05,Background.12,1.032585507,4.500934
1242,Adult.05,Background.13,1.5745192,7.4803014
1243,Adult.05,Background.14,8.03854456,8.1483222
1244,Adult.05,Background.15,1.456570346,12.810654
1245,Adult.05,Background.16,3.614574644,9.6952053
1246,Adult.05,Background.17,3.747943646,3.3071744
1247,Adult.05,Background.18,6.371476605,13.2255021
1248,Adult.05,Background.19,5.233016226,5.7755976
1249,Adult.05,Background.21,1.959801766,7.6444245
1250,Adult.05,Background.22,3.890324944,11.0372098
1251,Adult.05,Background.24,4.173623013,7.8968202
1252,Adult.05,Background.25,2.899934481,7.8004742
1253,Adult.05,Background.26,3.194965617,10.9990662
1254,Adult.05,Background.27,0.375304129,9.344368
1255,Adult.05,Background.28,5.968270568,9.0493429
1256,Adult.05,Background.29,1.534460454,8.1603324
1257,Adult.05,Background.30,7.370270735,10.0268153
1258,Adult.05,Background.31,2.210428901,9.4645286
1259,Adult.05,Background.32,2.849951141,10.7710001
1260,Adult.05,Background.33,5.574434437,9.5729798
1266,Adult.06,Adult.07,0.059887252,3.9533521
1267,Adult.06,Adult.8,0.334860971,0.1922049
1268,Adult.06,Adult.9,0.974808528,2.5230569
1269,Adult.06,Adult.10,1.216094657,1.9130415
1270,Adult.06,Adult.11,1.175821796,3.4831645
1271,Adult.06,Adult.12,1.112060468,1.6255845
1272,Adult.06,Adult.13,1.12895615,3.5176845
1273,Adult.06,Adult.14,0.10945257,4.7731962
1274,Adult.06,Adult.15,0.389755722,3.5909214
1275,Adult.06,Adult.16,0.975144361,1.2925168
1276,Adult.06,Adult.17,1.077677565,4.978851
1277,Adult.06,Background.1,3.904722552,9.5941155
1278,Adult.06,Background.2,2.311628067,10.2343377
1279,Adult.06,Background.3,0.907059268,7.5400288
1280,Adult.06,Background.4,1.991009946,8.7716253
1281,Adult.06,Background.5,2.66022789,13.6359116
1282,Adult.06,Background.7,0.681418998,10.6152773
1283,Adult.06,Background.8,2.281824169,9.9422314
1284,Adult.06,Background.9,1.539407115,13.3693693
1285,Adult.06,Background.10,1.92002226,10.8733213
1286,Adult.06,Background.11,0.631766957,11.4315413
1287,Adult.06,Background.12,0.352825603,5.2459598
1288,Adult.06,Background.13,0.859661797,8.2253273
1289,Adult.06,Background.14,7.328763151,8.893348
1290,Adult.06,Background.15,0.752396451,13.5556799
1291,Adult.06,Background.16,2.916855938,10.4402311
1292,Adult.06,Background.17,3.044159192,4.0522002
1293,Adult.06,Background.18,5.658771491,13.970528
1294,Adult.06,Background.19,4.511878662,6.5206234
1295,Adult.06,Background.21,1.248501067,8.3894503
1296,Adult.06,Background.22,3.17083164,11.7822356
1297,Adult.06,Background.24,3.455807292,8.641846
1298,Adult.06,Background.25,2.181377255,8.5455001
1299,Adult.06,Background.26,2.492970407,11.744092
1300,Adult.06,Background.27,0.388315923,10.0893938
1301,Adult.06,Background.28,5.267174271,9.7943687
1302,Adult.06,Background.29,0.848507288,8.9053582
1303,Adult.06,Background.30,6.666154956,10.7718411
1304,Adult.06,Background.31,1.490777097,10.2095545
1305,Adult.06,Background.32,2.12864817,11.516026
1306,Adult.06,Background.33,4.867397485,10.3180056
1312,Adult.07,Adult.8,0.356884341,4.145557
1313,Adult.07,Adult.9,1.007772153,1.4302951
1314,Adult.07,Adult.10,1.255524524,5.8663935
1315,Adult.07,Adult.11,1.209696899,0.4701875
1316,Adult.07,Adult.12,1.147093987,2.3277676
1317,Adult.07,Adult.13,1.163435409,0.4356676
1318,Adult.07,Adult.14,0.049646865,0.8198442
1319,Adult.07,Adult.15,0.406159852,0.3624307
1320,Adult.07,Adult.16,1.008449408,5.2458689
1321,Adult.07,Adult.17,1.109716512,1.0254989
1322,Adult.07,Background.1,3.860707134,5.6407634
1323,Adult.07,Background.2,2.265601044,6.2809857
1324,Adult.07,Background.3,0.862359426,3.5866767
1325,Adult.07,Background.4,1.947265559,4.8182733
1326,Adult.07,Background.5,2.613554554,9.6825596
1327,Adult.07,Background.7,0.630761422,6.6619252
1328,Adult.07,Background.8,2.237604028,5.9888793
1329,Adult.07,Background.9,1.49366473,9.4160173
1330,Adult.07,Background.10,1.871404201,6.9199693
1331,Adult.07,Background.11,0.578977745,7.4781892
1332,Adult.07,Background.12,0.297012107,1.2926077
1333,Adult.07,Background.13,0.815820129,4.2719752
1334,Adult.07,Background.14,7.284837678,4.9399959
1335,Adult.07,Background.15,0.704572336,9.6023278
1336,Adult.07,Background.16,2.869594306,6.4868791
1337,Adult.07,Background.17,2.998262888,0.0988481
1338,Adult.07,Background.18,5.615613436,10.0171759
1339,Adult.07,Background.19,4.472004612,2.5672714
1340,Adult.07,Background.21,1.203793049,4.4360982
1341,Adult.07,Background.22,3.130039266,7.8288836
1342,Adult.07,Background.24,3.414298432,4.688494
1343,Adult.07,Background.25,2.139989829,4.592148
1344,Adult.07,Background.26,2.446480302,7.7907399
1345,Adult.07,Background.27,0.409621614,6.1360418
1346,Adult.07,Background.28,5.221029677,5.8410167
1347,Adult.07,Background.29,0.796903449,4.9520061
1348,Adult.07,Background.30,6.620782682,6.8184891
1349,Adult.07,Background.31,1.449720277,6.2562024
1350,Adult.07,Background.32,2.088668027,7.5626739
1351,Adult.07,Background.33,4.822592043,6.3646536
1357,Adult.8,Adult.9,0.657224244,2.7152619
1358,Adult.8,Adult.10,0.91796828,1.7208365
1359,Adult.8,Adult.11,0.85973011,3.6753695
1360,Adult.8,Adult.12,0.799504392,1.8177895
1361,Adult.8,Adult.13,0.814714164,3.7098894
1362,Adult.8,Adult.14,0.37805188,4.9654012
1363,Adult.8,Adult.15,0.063867968,3.7831263
1364,Adult.8,Adult.16,0.658467278,1.1003119
1365,Adult.8,Adult.17,0.757362012,5.1710559
1366,Adult.8,Background.1,4.196080632,9.7863204
1367,Adult.8,Background.2,2.596527881,10.4265427
1368,Adult.8,Background.3,1.202602282,7.7322337
1369,Adult.8,Background.4,2.285519733,8.9638303
1370,Adult.8,Background.5,2.941641968,13.8281166
1371,Adult.8,Background.7,0.956167966,10.8074822
1372,Adult.8,Background.8,2.574047699,10.1344363
1373,Adult.8,Background.9,1.827621482,13.5615743
1374,Adult.8,Background.10,2.193867314,11.0655263
1375,Adult.8,Background.11,0.896579385,11.6237462
1376,Adult.8,Background.12,0.613599678,5.4381647
1377,Adult.8,Background.13,1.158342554,8.4175322
1378,Adult.8,Background.14,7.619315044,9.0855529
1379,Adult.8,Background.15,1.038252967,13.7478848
1380,Adult.8,Background.16,3.195119779,10.6324361
1381,Adult.8,Background.17,3.328500307,4.2444051
1382,Adult.8,Background.18,5.952678538,14.1627329
1383,Adult.8,Background.19,4.817105149,6.7128284
1384,Adult.8,Background.21,1.541885398,8.5816552
1385,Adult.8,Background.22,3.473848345,11.9744406
1386,Adult.8,Background.24,3.756380092,8.834051
1387,Adult.8,Background.25,2.483447118,8.737705
1388,Adult.8,Background.26,2.775499894,11.9362969
1389,Adult.8,Background.27,0.053460302,10.2815988
1390,Adult.8,Background.28,5.548794507,9.9865737
1391,Adult.8,Background.29,1.114975711,9.0975631
1392,Adult.8,Background.30,6.95077998,10.9640461
1393,Adult.8,Background.31,1.795054409,10.4017594
1394,Adult.8,Background.32,2.434936634,11.7082309
1395,Adult.8,Background.33,5.155064109,10.5102106
1401,Adult.9,Adult.10,0.287008192,4.4360984
1402,Adult.9,Adult.11,0.202505909,0.9601076
1403,Adult.9,Adult.12,0.145283669,0.8974724
1404,Adult.9,Adult.13,0.158347998,0.9946275
1405,Adult.9,Adult.14,1.033773758,2.2501393
1406,Adult.9,Adult.15,0.62384725,1.0678644
1407,Adult.9,Adult.16,0.006804145,3.8155737
1408,Adult.9,Adult.17,0.10420921,2.455794
1409,Adult.9,Background.1,4.850472233,7.0710586
1410,Adult.9,Background.2,3.249794066,7.7112808
1411,Adult.9,Background.3,1.859705968,5.0169718
1412,Adult.9,Background.4,2.941685745,6.2485684
1413,Adult.9,Background.5,3.593174033,11.1128547
1414,Adult.9,Background.7,1.611277679,8.0922203
1415,Adult.9,Background.8,3.229516259,7.4191744
1416,Adult.9,Background.9,2.482889523,10.8463124
1417,Adult.9,Background.10,2.843591696,8.3502644
1418,Adult.9,Background.11,1.550168019,8.9084843
1419,Adult.9,Background.12,1.269641459,2.7229028
1420,Adult.9,Background.13,1.815564446,5.7022703
1421,Adult.9,Background.14,8.27262943,6.3702911
1422,Adult.9,Background.15,1.694717869,11.0326229
1423,Adult.9,Background.16,3.84497063,7.9171742
1424,Adult.9,Background.17,3.980817874,1.5291433
1425,Adult.9,Background.18,6.607475369,11.447471
1426,Adult.9,Background.19,5.474274111,3.9975665
1427,Adult.9,Background.21,2.198478229,5.8663934
1428,Adult.9,Background.22,4.130924585,9.2591787
1429,Adult.9,Background.24,4.41313619,6.1187891
1430,Adult.9,Background.25,3.140560241,6.0224431
1431,Adult.9,Background.26,3.427680014,9.221035
1432,Adult.9,Background.27,0.608585237,7.5663369
1433,Adult.9,Background.28,6.198546169,7.2713118
1434,Adult.9,Background.29,1.767061049,6.3823012
1435,Adult.9,Background.30,7.60156875,8.2487842
1436,Adult.9,Background.31,2.452271202,7.6864975
1437,Adult.9,Background.32,3.092143682,8.992969
1438,Adult.9,Background.33,5.807740124,7.7949487
1444,Adult.10,Adult.11,0.148888802,5.396206
1445,Adult.10,Adult.12,0.153512414,3.538626
1446,Adult.10,Adult.13,0.153910653,5.4307259
1447,Adult.10,Adult.14,1.286533829,6.6862377
1448,Adult.10,Adult.15,0.89279752,5.5039629
1449,Adult.10,Adult.16,0.282707167,0.6205247
1450,Adult.10,Adult.17,0.228628805,6.8918924
1451,Adult.10,Background.1,5.112922418,11.507157
1452,Adult.10,Background.2,3.514155885,12.1473792
1453,Adult.10,Background.3,2.116122051,9.4530703
1454,Adult.10,Background.4,3.200825875,10.6846668
1455,Adult.10,Background.5,3.859582364,15.5489531
1456,Adult.10,Background.7,1.873542378,12.5283187
1457,Adult.10,Background.8,3.490229796,11.8552729
1458,Adult.10,Background.9,2.74431504,15.2824108
1459,Adult.10,Background.10,3.111733682,12.7863628
1460,Adult.10,Background.11,1.814489057,13.3445828
1461,Adult.10,Background.12,1.530711782,7.1590013
1462,Adult.10,Background.13,2.070457924,10.1383687
1463,Adult.10,Background.14,8.536600152,10.8063895
1464,Adult.10,Background.15,1.954108261,15.4687213
1465,Adult.10,Background.16,4.113052315,12.3532726
1466,Adult.10,Background.17,4.246312945,5.9652417
1467,Adult.10,Background.18,6.869019191,15.8835694
1468,Adult.10,Background.19,5.72744396,8.4336649
1469,Adult.10,Background.21,2.456848178,10.3024918
1470,Adult.10,Background.22,4.385549907,13.6952771
1471,Adult.10,Background.24,4.669586174,10.5548875
1472,Adult.10,Background.25,3.395411269,10.4585415
1473,Adult.10,Background.26,3.693371627,13.6571335
1474,Adult.10,Background.27,0.873295365,12.0024353
1475,Adult.10,Background.28,6.466752841,11.7074102
1476,Adult.10,Background.29,2.032941519,10.8183997
1477,Adult.10,Background.30,7.868721889,12.6848826
1478,Adult.10,Background.31,2.705240285,12.1225959
1479,Adult.10,Background.32,3.34408653,13.4290675
1480,Adult.10,Background.33,6.072691147,12.2310471
1486,Adult.11,Adult.12,0.068899719,1.85758
1487,Adult.11,Adult.13,0.048738316,0.0345199
1488,Adult.11,Adult.14,1.236133161,1.2900317
1489,Adult.11,Adult.15,0.825809856,0.1077568
1490,Adult.11,Adult.16,0.201403219,4.7756813
1491,Adult.11,Adult.17,0.107596318,1.4956864
1492,Adult.11,Background.1,5.052266035,6.110951
1493,Adult.11,Background.2,3.451397213,6.7511732
1494,Adult.11,Background.3,2.062192269,4.0568642
1495,Adult.11,Background.4,3.143961716,5.2884608
1496,Adult.11,Background.5,3.794338744,10.1527471
1497,Adult.11,Background.7,1.813448725,7.1321127
1498,Adult.11,Background.8,3.431625795,6.4590668
1499,Adult.11,Background.9,2.684994614,9.8862048
1500,Adult.11,Background.10,3.044454314,7.3901568
1501,Adult.11,Background.11,1.752112603,7.9483767
1502,Adult.11,Background.12,1.472001041,1.7627952
1503,Adult.11,Background.13,2.01807018,4.7421627
1504,Adult.11,Background.14,8.474067886,5.4101835
1505,Adult.11,Background.15,1.89710082,10.0725153
1506,Adult.11,Background.16,4.045704289,6.9570666
1507,Adult.11,Background.17,4.182137597,0.5690357
1508,Adult.11,Background.18,6.809339521,10.4873634
1509,Adult.11,Background.19,5.676767289,3.0374589
1510,Adult.11,Background.21,2.40086426,4.9062858
1511,Adult.11,Background.22,4.333396693,8.2990711
1512,Adult.11,Background.24,4.6155297,5.1586815
1513,Adult.11,Background.25,3.343042989,5.0623355
1514,Adult.11,Background.26,3.629014385,8.2609274
1515,Adult.11,Background.27,0.811001586,6.6062293
1516,Adult.11,Background.28,6.399078017,6.3112042
1517,Adult.11,Background.29,1.968685869,5.4221936
1518,Adult.11,Background.30,7.802328817,7.2886766
1519,Adult.11,Background.31,2.654774936,6.7263899
1520,Adult.11,Background.32,3.29464471,8.0328614
1521,Adult.11,Background.33,6.009060577,6.8348411
1527,Adult.12,Adult.13,0.021059282,1.8921
1528,Adult.12,Adult.14,1.174575322,3.1476117
1529,Adult.12,Adult.15,0.767978893,1.9653369
1530,Adult.12,Adult.16,0.142748749,2.9181013
1531,Adult.12,Adult.17,0.076085819,3.3532665
1532,Adult.12,Background.1,4.994403211,7.968531
1533,Adult.12,Background.2,3.393960105,8.6087532
1534,Adult.12,Background.3,2.002039498,5.9144443
1535,Adult.12,Background.4,3.084855646,7.1460408
1536,Adult.12,Background.5,3.737675936,12.0103271
1537,Adult.12,Background.7,1.754789933,8.9896928
1538,Adult.12,Background.8,3.373030315,8.3166469
1539,Adult.12,Background.9,2.626446401,11.7437848
1540,Adult.12,Background.10,2.988287237,9.2477368
1541,Adult.12,Background.11,1.694056684,9.8059568
1542,Adult.12,Background.12,1.41274015,3.6203753
1543,Adult.12,Background.13,1.957519725,6.5997428
1544,Adult.12,Background.14,8.416882179,7.2677635
1545,Adult.12,Background.15,1.837658845,11.9300953
1546,Adult.12,Background.16,3.989707865,8.8146466
1547,Adult.12,Background.17,4.125204256,2.4266157
1548,Adult.12,Background.18,6.75130045,12.3449435
1549,Adult.12,Background.19,5.616364791,4.8950389
1550,Adult.12,Background.21,2.341353098,6.7638658
1551,Adult.12,Background.22,4.273254326,10.1566511
1552,Adult.12,Background.24,4.555884439,7.0162615
1553,Adult.12,Background.25,3.282832166,6.9199155
1554,Adult.12,Background.26,3.572067372,10.1185075
1555,Adult.12,Background.27,0.751758114,8.4638093
1556,Adult.12,Background.28,6.343350401,8.1687842
1557,Adult.12,Background.29,1.911285309,7.2797737
1558,Adult.12,Background.30,7.74626163,9.1462566
1559,Adult.12,Background.31,2.593970777,8.58397
1560,Adult.12,Background.32,3.233727422,9.8904415
1561,Adult.12,Background.33,5.952102327,8.6924211
1567,Adult.13,Adult.14,1.190434785,1.2555118
1568,Adult.13,Adult.15,0.782134806,0.0732369
1569,Adult.13,Adult.16,0.156507614,4.8102013
1570,Adult.13,Adult.17,0.075943636,1.4611665
1571,Adult.13,Background.1,5.008752886,6.076431
1572,Adult.13,Background.2,3.408117867,6.7166533
1573,Adult.13,Background.3,2.017316022,4.0223443
1574,Adult.13,Background.4,3.099706724,5.2539409
1575,Adult.13,Background.5,3.751521307,10.1182272
1576,Adult.13,Background.7,1.76941367,7.0975928
1577,Adult.13,Background.8,3.38766992,6.4245469
1578,Adult.13,Background.9,2.641052862,9.8516849
1579,Adult.13,Background.10,3.001918842,7.3556369
1580,Adult.13,Background.11,1.708422555,7.9138568
1581,Adult.13,Background.12,1.427600761,1.7282753
1582,Adult.13,Background.13,1.972969027,4.7076428
1583,Adult.13,Background.14,8.430967531,5.3756635
1584,Adult.13,Background.15,1.852621159,10.0379954
1585,Adult.13,Background.16,4.003286449,6.9225467
1586,Adult.13,Background.17,4.139164495,0.5345157
1587,Adult.13,Background.18,6.765731806,10.4528435
1588,Adult.13,Background.19,5.631793115,3.002939
1589,Adult.13,Background.21,2.356362029,4.8717658
1590,Adult.13,Background.22,4.288562372,8.2645512
1591,Adult.13,Background.24,4.570980719,5.1241616
1592,Adult.13,Background.25,3.298160268,5.0278156
1593,Adult.13,Background.26,3.586026472,8.2264075
1594,Adult.13,Background.27,0.766521939,6.5717094
1595,Adult.13,Background.28,6.356838955,6.2766843
1596,Adult.13,Background.29,1.925388676,5.3876737
1597,Adult.13,Background.30,7.759891949,7.2541567
1598,Adult.13,Background.31,2.609547908,6.69187
1599,Adult.13,Background.32,3.249364069,7.9983415
1600,Adult.13,Background.33,5.966086091,6.8003212
1606,Adult.14,Adult.15,0.422198378,1.1822748
1607,Adult.14,Adult.16,1.034730227,6.065713
1608,Adult.14,Adult.17,1.134777961,0.2056547
1609,Adult.14,Background.1,3.827300782,4.8209193
1610,Adult.14,Background.2,2.230584642,5.4611415
1611,Adult.14,Background.3,0.829606051,2.7668326
1612,Adult.14,Background.4,1.914477016,3.9984291
1613,Adult.14,Background.5,2.577859125,8.8627154
1614,Adult.14,Background.7,0.592483777,5.842081
1615,Adult.14,Background.8,2.204277371,5.1690352
1616,Adult.14,Background.9,1.459218248,8.5961731
1617,Adult.14,Background.10,1.834050169,6.1001251
1618,Adult.14,Background.11,0.538529189,6.6583451
1619,Adult.14,Background.12,0.254105628,0.4727636
1620,Adult.14,Background.13,0.784005484,3.452131
1621,Adult.14,Background.14,7.251339933,4.1201518
1622,Adult.14,Background.15,0.669051483,8.7824836
1623,Adult.14,Background.16,2.833307289,5.6670349
1624,Adult.14,Background.17,2.963227788,0.720996
1625,Adult.14,Background.18,5.582869197,9.1973317
1626,Adult.14,Background.19,4.442290765,1.7474272
1627,Adult.14,Background.21,1.170555915,3.6162541
1628,Adult.14,Background.22,3.099656913,7.0090394
1629,Adult.14,Background.24,3.383223907,3.8686498
1630,Adult.14,Background.25,2.10930563,3.7723038
1631,Adult.14,Background.26,2.410988982,6.9708958
1632,Adult.14,Background.27,0.429431238,5.3161976
1633,Adult.14,Background.28,5.185582945,5.0211725
1634,Adult.14,Background.29,0.757306537,4.132162
1635,Adult.14,Background.30,6.585989831,5.9986449
1636,Adult.14,Background.31,1.41970543,5.4363582
1637,Adult.14,Background.32,2.059290205,6.7428298
1638,Adult.14,Background.33,4.788392046,5.5448094
1644,Adult.15,Adult.16,0.625655255,4.8834382
1645,Adult.15,Adult.17,0.721433242,1.3879296
1646,Adult.15,Background.1,4.226625588,6.0031941
1647,Adult.15,Background.2,2.626012415,6.6434164
1648,Adult.15,Background.3,1.238133586,3.9491074
1649,Adult.15,Background.4,2.318324628,5.180704
1650,Adult.15,Background.5,2.969763847,10.0449902
1651,Adult.15,Background.7,0.987706608,7.0243559
1652,Adult.15,Background.8,2.605820703,6.35131
1653,Adult.15,Background.9,1.859190692,9.7784479
1654,Adult.15,Background.10,2.220649984,7.2823999
1655,Adult.15,Background.11,0.92633452,7.8406199
1656,Adult.15,Background.12,0.646947074,1.6550384
1657,Adult.15,Background.13,1.194978983,4.6344059
1658,Adult.15,Background.14,7.648912458,5.3024266
1659,Adult.15,Background.15,1.071981029,9.9647585
1660,Adult.15,Background.16,3.22211095,6.8493098
1661,Adult.15,Background.17,3.357234022,0.4612788
1662,Adult.15,Background.18,5.983632276,10.3796066
1663,Adult.15,Background.19,4.852296507,2.9297021
1664,Adult.15,Background.21,1.575648864,4.7985289
1665,Adult.15,Background.22,3.5086577,8.1913142
1666,Adult.15,Background.24,3.790205658,5.0509246
1667,Adult.15,Background.25,2.51854942,4.9545787
1668,Adult.15,Background.26,2.804099063,8.1531706
1669,Adult.15,Background.27,0.034369021,6.4984724
1670,Adult.15,Background.28,5.575852477,6.2034474
1671,Adult.15,Background.29,1.143310945,5.3144368
1672,Adult.15,Background.30,6.978531231,7.1809198
1673,Adult.15,Background.31,1.831742907,6.6186331
1674,Adult.15,Background.32,2.471562458,7.9251046
1675,Adult.15,Background.33,5.184125574,6.7270843
1681,Adult.16,Adult.17,0.105260759,6.2713678
1682,Adult.16,Background.1,4.852258739,10.8866323
1683,Adult.16,Background.2,3.251659652,11.5268545
1684,Adult.16,Background.3,1.861029917,8.8325456
1685,Adult.16,Background.4,2.943235465,10.0641421
1686,Adult.16,Background.5,3.595175915,14.9284284
1687,Adult.16,Background.7,1.61291124,11.9077941
1688,Adult.16,Background.8,3.23116606,11.2347482
1689,Adult.16,Background.9,2.48454751,14.6618861
1690,Adult.16,Background.10,2.84568323,12.1658381
1691,Adult.16,Background.11,1.55192174,12.7240581
1692,Adult.16,Background.12,1.271145772,6.5384766
1693,Adult.16,Background.13,1.816800069,9.5178441
1694,Adult.16,Background.14,8.274534267,10.1858648
1695,Adult.16,Background.15,1.696190865,14.8481967
1696,Adult.16,Background.16,3.847085457,11.7327479
1697,Adult.16,Background.17,3.982771378,5.344717
1698,Adult.16,Background.18,6.609229326,15.2630448
1699,Adult.16,Background.19,5.475568552,7.8131402
1700,Adult.16,Background.21,2.199942181,9.6819671
1701,Adult.16,Background.22,4.132269033,13.0747524
1702,Adult.16,Background.24,4.414582578,9.9343628
1703,Adult.16,Background.25,3.141885647,9.8380169
1704,Adult.16,Background.26,3.429632693,13.0366088
1705,Adult.16,Background.27,0.610064583,11.3819106
1706,Adult.16,Background.28,6.200698802,11.0868855
1707,Adult.16,Background.29,1.768939734,10.197875
